sgRNA	Gene	Clip2_8_IN8_treatment_BC23_IGO_09496_15_S15
TSPAN31_16819	TSPAN31	19
NAMPT_27117	NAMPT	20
TSGA13_57375	TSGA13	46
ERCC6-PGBD3_76333	ERCC6-PGBD3	11
DNASE1L1_4902	DNASE1L1	31
OR5AU1_71801	OR5AU1	17
NUP210L_55766	NUP210L	49
AMIGO2_69903	AMIGO2	41
FNIP1_56764	FNIP1	9
CDC42EP4_33214	CDC42EP4	33
ABHD5_37795	ABHD5	12
ANKIB1_39997	ANKIB1	85
POTEE_73322	POTEE	37
C16orf52_75042	C16orf52	67
KRT31_10383	KRT31	51
C14orf2_25205	C14orf2	37
CCDC28B_48985	CCDC28B	17
EXTL1_5907	EXTL1	11
GRIPAP1_44435	GRIPAP1	14
RAB21_31448	RAB21	11
KCNN2_10107	KCNN2	7
CLDN6_23776	CLDN6	71
CR2_3844	CR2	47
RNF225_74144	RNF225	41
AIMP2_21121	AIMP2	9
CFC1B_74278	CFC1B	17
GYS1_8051	GYS1	34
ZNF711_20464	ZNF711	30
PTCHD2_45781	PTCHD2	9
LOC79999_50556	LOC79999	33
UBL3_14316	UBL3	52
REV1_38806	REV1	23
OCLM_29466	OCLM	23
TNFRSF1B_19385	TNFRSF1B	9
ZNF331_42496	ZNF331	38
TMEM170B_75131	TMEM170B	31
CUL4B_21972	CUL4B	31
HIST1H2BB_8128	HIST1H2BB	13
TBX1_18725	TBX1	37
SPEN_31456	SPEN	34
SERPINA10_37989	SERPINA10	46
SUCO_38746	SUCO	15
MGP_11457	MGP	63
CAV2_2391	CAV2	39
BCAR3_21876	BCAR3	50
SYBU_42887	SYBU	18
UBR1_64491	UBR1	11
GNS_7406	GNS	61
CDY2A_24804	CDY2A	67
CCDC121_49464	CCDC121	41
OR5D14_65247	OR5D14	31
KIAA0101_25912	KIAA0101	19
ZNF479_55638	ZNF479	64
HMG20B_27852	HMG20B	98
POGK_46107	POGK	22
PPFIA1_22112	PPFIA1	19
TTC9C_67278	TTC9C	70
MRGPRX3_57934	MRGPRX3	42
ATF2_3863	ATF2	12
TMED10_29722	TMED10	15
ERBB2IP_43730	ERBB2IP	7
TDP2_39052	TDP2	13
RPL36A_16455	RPL36A	39
PPID_14539	PPID	38
OR56A3_71609	OR56A3	35
DDX42_30766	DDX42	7
SACM1L_31195	SACM1L	22
NUDT9_39545	NUDT9	3
TCF19_18863	TCF19	12
TPSD1_32793	TPSD1	29
SLC30A2_20892	SLC30A2	18
DOCK2_4963	DOCK2	22
TMEM68_60489	TMEM68	20
ERCC6-PGBD3_76332	ERCC6-PGBD3	20
ACSL1_6042	ACSL1	21
GCM2_24297	GCM2	33
CBL_2425	CBL	21
TCL1B_25395	TCL1B	25
C6orf52_69890	C6orf52	27
ELOVL2_40934	ELOVL2	27
KDM4E_71724	KDM4E	33
ZCCHC13_71522	ZCCHC13	66
FAM63B_40352	FAM63B	26
ZFYVE16_25898	ZFYVE16	62
ZNF484_52464	ZNF484	59
MPPED2_2056	MPPED2	95
ADAM2_6619	ADAM2	61
NKRF_43748	NKRF	11
MFRP_52235	MFRP	32
C11orf1_48021	C11orf1	55
COL21A1_51743	COL21A1	16
GRIN2B_7763	GRIN2B	10
UBQLNL_61207	UBQLNL	36
PTX4_71841	PTX4	132
WSCD1_32386	WSCD1	27
IRX4_37337	IRX4	11
ZFP2_50700	ZFP2	56
ALDH9A1_629	ALDH9A1	36
MTMR4_23885	MTMR4	10
CDKL1_23067	CDKL1	44
HSD11B1L_70352	HSD11B1L	4
FIGNL2_72513	FIGNL2	57
FBXO11_50895	FBXO11	3
ALX1_21287	ALX1	39
NDUFAF2_56060	NDUFAF2	5
FBXO34_41369	FBXO34	8
TNNI3K_37747	TNNI3K	20
PDCD2L_53423	PDCD2L	48
CCL23_17032	CCL23	55
SLC13A4_34884	SLC13A4	35
SPERT_65560	SPERT	12
ZNF668_49867	ZNF668	4
GALNT10_42682	GALNT10	5
ZP2_20901	ZP2	25
GSTP1_7912	GSTP1	34
CCDC15_50683	CCDC15	123
GPR137B_19317	GPR137B	76
ABHD17B_37818	ABHD17B	68
SPIN1_29572	SPIN1	17
OXT_13166	OXT	95
RASGRP3_33692	RASGRP3	35
SIGLEC15_67707	SIGLEC15	10
MYO1C_12096	MYO1C	13
BUD31_23340	BUD31	5
PLA2G4B_75508	PLA2G4B	16
IQGAP1_23114	IQGAP1	17
NRK_65108	NRK	94
RAB5B_15668	RAB5B	20
MALT1_29453	MALT1	18
TMEM74B_42313	TMEM74B	31
MS4A5_47576	MS4A5	35
ANKFN1_63498	ANKFN1	48
CHRFAM7A_55145	CHRFAM7A	20
GDA_25366	GDA	104
MRPL46_35210	MRPL46	9
HIST1H2BH_21680	HIST1H2BH	36
SLC14A2_21353	SLC14A2	11
MYLK4_69106	MYLK4	21
TH_19136	TH	25
PPAPDC3_54223	PPAPDC3	92
OR52E2_58157	OR52E2	30
ZBED2_49217	ZBED2	21
CLEC3A_27146	CLEC3A	20
CYP21A2_4442	CYP21A2	43
SMLR1_75953	SMLR1	21
TMEM219_58739	TMEM219	43
KRTAP9-2_52655	KRTAP9-2	174
GRM2_7791	GRM2	41
HSD3B1_8871	HSD3B1	49
MAGEB3_11050	MAGEB3	73
MRPS17_38630	MRPS17	37
OR8B8_35047	OR8B8	84
HLA-A_8377	HLA-A	44
BASP1_27992	BASP1	32
TMEM155_60064	TMEM155	21
TMEM239_75697	TMEM239	22
RBM4B_52489	RBM4B	16
KCNN1_10103	KCNN1	77
DIAPH2_4769	DIAPH2	67
CDYL_24799	CDYL	58
GAR1_39908	GAR1	23
CYR61_9340	CYR61	48
FAM222B_43176	FAM222B	35
OR6V1_69743	OR6V1	32
ELF3_5509	ELF3	9
C4orf22_66572	C4orf22	71
CHRM2_3198	CHRM2	46
FAM47B_64110	FAM47B	14
MRPS26_48284	MRPS26	13
FOXN3_3146	FOXN3	89
B4GALT6_24509	B4GALT6	30
AGO4_64346	AGO4	44
MORC3_33012	MORC3	20
SYNPO_30841	SYNPO	16
KLHL20_35889	KLHL20	64
SLC30A8_64047	SLC30A8	16
PRLHR_7527	PRLHR	31
PITPNM3_52070	PITPNM3	65
PPIP5K1_25579	PPIP5K1	24
PRRC1_60180	PRRC1	41
NUP188_32996	NUP188	48
IGIP_73378	IGIP	17
URAD_74110	URAD	43
SPIN4_60770	SPIN4	48
NRIP3_44378	NRIP3	29
CLEC2A_70868	CLEC2A	81
MYL4_12073	MYL4	18
LHX4_55210	LHX4	16
C2orf78_71232	C2orf78	40
DHRS11_49024	DHRS11	37
ARFGAP2_53549	ARFGAP2	5
GPANK1_21080	GPANK1	11
MPZ_11732	MPZ	31
HSF2_8907	HSF2	18
HAGHL_53267	HAGHL	22
C7orf55-LUC7L2_76282	C7orf55-LUC7L2	16
PLEKHG5_45476	PLEKHG5	24
PRIMA1_61403	PRIMA1	17
TMEM26_65335	TMEM26	25
PTPRB_15462	PTPRB	38
B2M_1551	B2M	69
MOSPD3_47850	MOSPD3	11
TNIP2_49029	TNIP2	11
FBXL7_32033	FBXL7	32
PPM1M_60030	PPM1M	21
NUDT18_50219	NUDT18	10
ARV1_48103	ARV1	54
BNIP3L_1836	BNIP3L	23
OCIAD2_60050	OCIAD2	48
SLC25A12_22413	SLC25A12	21
UBE2D4_39157	UBE2D4	13
ALS2CR12_59825	ALS2CR12	25
ADAMTS1_25050	ADAMTS1	39
FAM200B_68193	FAM200B	12
IL36RN_35127	IL36RN	22
HMGN2_8494	HMGN2	13
COL22A1_64051	COL22A1	106
CD2BP2_28026	CD2BP2	27
IFT80_45843	IFT80	60
MYDGF_43844	MYDGF	48
OXR1_41490	OXR1	56
LCOR_53655	LCOR	68
STON1_29925	STON1	43
CCDC182_76346	CCDC182	81
TMEM121_51309	TMEM121	58
USP17L18_75617	USP17L18	2
TSC22D4_51840	TSC22D4	33
PPOX_14559	PPOX	12
DENND6A_64928	DENND6A	45
KLRC3_10236	KLRC3	64
RPS4Y1_16502	RPS4Y1	42
SPAG11B_27988	SPAG11B	15
LNX2_65998	LNX2	11
DENND1B_63689	DENND1B	18
GJD4_65371	GJD4	29
RADIL_43067	RADIL	7
ASB15_61111	ASB15	34
CBX6_32876	CBX6	41
ARHGAP20_45873	ARHGAP20	60
C5orf34_70493	C5orf34	41
KIAA0753_26181	KIAA0753	91
CHAC2_73428	CHAC2	71
GNG12_43803	GNG12	51
TMEM130_66066	TMEM130	13
SPP1_18090	SPP1	69
EHD1_29597	EHD1	39
SOX14_21841	SOX14	41
C1orf56_41155	C1orf56	12
IMPG2_37456	IMPG2	31
HIRA_19753	HIRA	4
MSLN_27446	MSLN	49
AIPL1_33518	AIPL1	54
FAM114A2_29281	FAM114A2	41
LMTK2_31004	LMTK2	19
RASA1_15859	RASA1	18
NEURL4_53663	NEURL4	21
CDK5RAP3_51049	CDK5RAP3	30
TRIM62_41988	TRIM62	33
FAM71F1_54043	FAM71F1	64
PTGDR_15319	PTGDR	30
TADA2B_56565	TADA2B	96
COL9A3_3627	COL9A3	46
WNT10A_51139	WNT10A	54
SFTA2_71372	SFTA2	37
EPHB6_5685	EPHB6	3
TCF7L1_52084	TCF7L1	53
DVL1_5181	DVL1	46
GOLT1A_59437	GOLT1A	21
SYT12_55951	SYT12	14
SLC35D2_29950	SLC35D2	12
LRRC56_57487	LRRC56	94
OR2M4_34826	OR2M4	69
PPP1R21_59676	PPP1R21	56
DENND6B_72791	DENND6B	46
TMPO_19337	TMPO	19
CEACAM19_44741	CEACAM19	20
CFHR5_51613	CFHR5	45
LRCH2_46076	LRCH2	45
EGF_5366	EGF	30
ACOT4_58566	ACOT4	45
PIAS4_39087	PIAS4	60
LRRC8D_41706	LRRC8D	61
EZH1_5929	EZH1	31
OR6B1_60397	OR6B1	65
IL1A_9373	IL1A	41
ASH1L_43629	ASH1L	59
GABPB1_6736	GABPB1	35
ABHD2_29977	ABHD2	13
C1QTNF9B-AS1_73516	C1QTNF9B-AS1	9
RYR3_16705	RYR3	34
CNEP1R1_66679	CNEP1R1	75
CBLN4_60897	CBLN4	66
PRR11_43325	PRR11	14
KRT86_10427	KRT86	46
FAM69C_58945	FAM69C	51
BIRC8_56786	BIRC8	30
COX7A2L_24070	COX7A2L	77
CYGB_57156	CYGB	27
Non-Targeting Control_76580	Non-Targeting Control	100
FAM210B_57666	FAM210B	86
ITK_9850	ITK	25
VLDLR_20176	VLDLR	45
SLPI_17732	SLPI	13
UFSP1_72583	UFSP1	11
SLC16A12_70810	SLC16A12	14
MSI1_11772	MSI1	40
ADRA1D_399	ADRA1D	21
RBPMS2_69912	RBPMS2	45
SULT1A2_18431	SULT1A2	22
CDK2AP2_27558	CDK2AP2	95
UTS2B_66904	UTS2B	83
C6orf201_72668	C6orf201	28
FAM218A_62702	FAM218A	11
GNB4_46799	GNB4	25
ATOH1_1321	ATOH1	36
PHF13_62035	PHF13	31
CYP3A4_4397	CYP3A4	52
FAM89B_33347	FAM89B	27
RPS4Y1_16501	RPS4Y1	22
ZNF107_38732	ZNF107	37
CPT1A_3822	CPT1A	30
PI4KA_13997	PI4KA	1
MATN2_11157	MATN2	40
BTBD9_57173	BTBD9	36
KCNK1_10082	KCNK1	46
HIF1A_8339	HIF1A	22
KITLG_11451	KITLG	7
ENO3_5599	ENO3	15
CEP70_51126	CEP70	83
OR4D6_65504	OR4D6	8
PPARA_14489	PPARA	33
BANF2_61014	BANF2	27
CAPZB_2321	CAPZB	5
PAQR9_69642	PAQR9	24
CLASP1_32486	CLASP1	21
CEP131_31404	CEP131	50
CTSW_4277	CTSW	31
CDX2_2987	CDX2	4
LOC728485_74711	LOC728485	45
CFAP46_40549	CFAP46	35
CAMK2N1_42522	CAMK2N1	50
SLC20A1_17678	SLC20A1	81
SRD5A3_49492	SRD5A3	55
RFPL4A_69463	RFPL4A	58
KRT86_10425	KRT86	3
MAGEC2_38762	MAGEC2	54
RARRES1_15847	RARRES1	12
ADAM12_21217	ADAM12	12
RAB31_29905	RAB31	40
ACSS3_49387	ACSS3	90
GPR179_72936	GPR179	60
PYCRL_48493	PYCRL	37
NUTM2G_73128	NUTM2G	23
C21orf91_39801	C21orf91	13
INTS3_48446	INTS3	24
SCO2_26678	SCO2	28
CDC123_23256	CDC123	14
TPRA1_59975	TPRA1	46
KLHDC10_31446	KLHDC10	37
AP1S1_3324	AP1S1	2
ANKRD10_42776	ANKRD10	22
MBD3L3_74388	MBD3L3	16
TFAP2B_19011	TFAP2B	23
CFC1_43827	CFC1	48
PTPRCAP_15474	PTPRCAP	7
CKS2_3315	CKS2	47
SCNM1_48688	SCNM1	9
PNPLA8_37302	PNPLA8	9
TMEM249_69167	TMEM249	56
ATP10D_45274	ATP10D	37
PDCD4_35885	PDCD4	42
PDPR_41466	PDPR	18
RNF165_73437	RNF165	54
ARL15_40334	ARL15	11
GATS_70036	GATS	28
DCBLD2_59962	DCBLD2	32
IP6K2_38786	IP6K2	85
TUBB1_51475	TUBB1	47
RUNX2_2397	RUNX2	27
ADAM19_22812	ADAM19	26
KIAA1324_45760	KIAA1324	53
STRN4_36704	STRN4	32
DDC_4608	DDC	95
C12orf29_55788	C12orf29	10
SLC5A5_17516	SLC5A5	20
LOC728485_74710	LOC728485	13
ZBTB25_20583	ZBTB25	37
SPATA12_70149	SPATA12	75
ANGPTL3_36032	ANGPTL3	59
CST8_26824	CST8	65
KLK14_37166	KLK14	9
PRSS33_67033	PRSS33	40
ZDHHC6_47787	ZDHHC6	43
UQCC2_53401	UQCC2	17
KIF22_10262	KIF22	14
AGTR1_520	AGTR1	23
C18orf54_63560	C18orf54	26
RALB_15780	RALB	22
OR5T2_65266	OR5T2	27
STEAP3_42048	STEAP3	10
NFE2L3_25336	NFE2L3	41
DPH7_56328	DPH7	31
MMP28_49007	MMP28	14
AMICA1_58264	AMICA1	52
SH2D4B_70803	SH2D4B	78
JPH1_44393	JPH1	25
ZNF765_55936	ZNF765	18
DNAJB4_30062	DNAJB4	33
MYH7B_46105	MYH7B	9
CSF1R_4016	CSF1R	20
APOBEC3G_46900	APOBEC3G	18
ZNF337_34672	ZNF337	20
UBA3_23663	UBA3	2
RGS1_16090	RGS1	25
PAX8_20991	PAX8	66
NRTN_12861	NRTN	49
SEPW1_17154	SEPW1	56
CHD3_3130	CHD3	8
C18orf54_63558	C18orf54	29
KHDC1_51318	KHDC1	13
ARRDC5_74024	ARRDC5	21
TAF4_18639	TAF4	50
MARK4_46386	MARK4	69
RAP1GDS1_15813	RAP1GDS1	46
HGF_8317	HGF	44
FMO3_6493	FMO3	41
VAMP1_18542	VAMP1	13
STK32A_64997	STK32A	39
SSX1_18302	SSX1	28
ZMAT5_43770	ZMAT5	10
CYP7A1_4415	CYP7A1	40
G0S2_37200	G0S2	40
BID_1725	BID	52
POFUT2_32312	POFUT2	72
PPM1H_45507	PPM1H	12
TMEM176B_36220	TMEM176B	8
AKR1A1_27768	AKR1A1	15
TRDN_27815	TRDN	55
OR2AP1_58324	OR2AP1	36
DLG4_4814	DLG4	10
MUC7_11925	MUC7	21
SLC35A1_28485	SLC35A1	44
CTAGE5_11448	CTAGE5	44
KRT17_10369	KRT17	9
NPR2_12802	NPR2	49
GART_6888	GART	47
BCL7B_24374	BCL7B	6
NUDT8_66491	NUDT8	26
PPP2R5E_14660	PPP2R5E	41
PPEF2_14507	PPEF2	17
ZNF343_49082	ZNF343	45
Non-Targeting Control_76907	Non-Targeting Control	77
NLGN4X_45653	NLGN4X	49
GLTSCR1L_32977	GLTSCR1L	17
ZNF12_20484	ZNF12	35
ABHD5_37798	ABHD5	33
PTPRQ_70290	PTPRQ	32
MPZL1_23599	MPZL1	23
MGC57346-CRHR1_76441	MGC57346-CRHR1	39
CDCA4_41401	CDCA4	16
SGK223_62998	SGK223	37
ZG16_74411	ZG16	42
METTL9_37833	METTL9	46
SP140L_56500	SP140L	41
TUSC2_30791	TUSC2	32
TMEM207_60004	TMEM207	63
TRPC5OS_75762	TRPC5OS	49
CKB_3280	CKB	54
WWP2_29983	WWP2	14
PIP4K2B_21827	PIP4K2B	24
C7orf33_65014	C7orf33	20
FPGT-TNNI3K_76050	FPGT-TNNI3K	46
TNS3_47970	TNS3	24
EIF4E2_24936	EIF4E2	25
FAM32A_34352	FAM32A	14
CSNK2A1_4087	CSNK2A1	18
MESP2_61499	MESP2	39
PCK2_13423	PCK2	9
TP53INP2_46529	TP53INP2	37
FBXO46_32708	FBXO46	24
NR1I3_26604	NR1I3	33
TBXA2R_18782	TBXA2R	76
SAP30L_49632	SAP30L	20
GADD45G_29522	GADD45G	10
CCR10_7493	CCR10	75
ARG1_1097	ARG1	36
UBE2K_8346	UBE2K	24
FAM172A_52749	FAM172A	8
NUDT15_42144	NUDT15	9
LAMP5_33607	LAMP5	58
CSNK2B_4094	CSNK2B	15
TSTD1_75356	TSTD1	35
SLC38A4_41532	SLC38A4	20
RESP18_71261	RESP18	33
RASSF2_25913	RASSF2	34
PPEF1_14517	PPEF1	19
TAS2R20_67011	TAS2R20	83
MAP1LC3C_73005	MAP1LC3C	22
MYL10_56510	MYL10	48
RBMY1F_63278	RBMY1F	51
CCDC12_62579	CCDC12	15
MIR205HG_73691	MIR205HG	20
ZBTB10_48547	ZBTB10	17
HTR3D_64788	HTR3D	67
HS6ST1_24701	HS6ST1	34
GP1BB_7447	GP1BB	26
KIAA1045_32532	KIAA1045	23
HSD17B8_21096	HSD17B8	79
SIK2_32175	SIK2	46
ZBED8_47138	ZBED8	30
ATP6V0B_1473	ATP6V0B	1
GLYATL1_56185	GLYATL1	48
SGCG_17250	SGCG	50
CBL_2427	CBL	7
ROBO4_40181	ROBO4	62
PRKCB_14823	PRKCB	8
CCDC62_53961	CCDC62	8
NXF5_43831	NXF5	91
LAPTM5_20943	LAPTM5	36
OR12D2_35139	OR12D2	93
IL1RAP_9386	IL1RAP	53
BTBD1_39534	BTBD1	7
MBL2_11184	MBL2	2
TXNRD3NB_74042	TXNRD3NB	38
NXPE4_40690	NXPE4	32
ENTHD2_61630	ENTHD2	10
BAG2_25126	BAG2	47
ANGPT4_38645	ANGPT4	39
MED1_14501	MED1	24
CETN3_3057	CETN3	51
KIF17_45901	KIF17	15
TNK1_22755	TNK1	25
KMT2E_43700	KMT2E	18
LCE1D_70066	LCE1D	21
NCDN_31892	NCDN	7
STAT6_18368	STAT6	27
C7orf77_62937	C7orf77	56
TARP_73305	TARP	10
OR2L2_34829	OR2L2	38
TNFAIP8L2_49427	TNFAIP8L2	25
ZBED1_24137	ZBED1	36
Non-Targeting Control_77440	Non-Targeting Control	61
KRTAP2-2_74622	KRTAP2-2	22
HIPK4_61857	HIPK4	28
ONECUT3_71860	ONECUT3	59
C6orf7_55084	C6orf7	33
SOCS6_24430	SOCS6	14
GPX6_66885	GPX6	66
FMN2_44408	FMN2	11
OR1L3_35279	OR1L3	15
DYNC1LI1_37949	DYNC1LI1	26
MDGA2_63420	MDGA2	17
TEX2_43579	TEX2	76
C11orf63_50184	C11orf63	38
CEP192_41646	CEP192	3
TRIM31_30037	TRIM31	51
SLC38A3_29780	SLC38A3	43
PISD_33534	PISD	7
FRG1_6588	FRG1	31
LMTK2_31006	LMTK2	15
PITPNM2_45995	PITPNM2	18
CKMT1A_73526	CKMT1A	8
PLEK_14155	PLEK	36
LEFTY1_28760	LEFTY1	2
CCL5_16973	CCL5	10
FAM9C_64299	FAM9C	36
MAB21L2_28584	MAB21L2	26
GRAMD3_48539	GRAMD3	17
CTCFL_60903	CTCFL	46
HMGN1_8492	HMGN1	20
FAM175A_52989	FAM175A	50
FAM229A_75151	FAM229A	6
TMEM233_70889	TMEM233	66
DEFB130_66184	DEFB130	29
CD34_2656	CD34	13
PRKCI_14841	PRKCI	70
RMDN1_37857	RMDN1	21
ROPN1L_52524	ROPN1L	4
PLCZ1_55184	PLCZ1	15
DMXL2_32421	DMXL2	35
MLXIPL_37743	MLXIPL	51
BOLA3_71236	BOLA3	18
F13A1_5985	F13A1	18
SPATA33_58691	SPATA33	9
LAMB2_10481	LAMB2	10
AHSP_38518	AHSP	48
C9orf57_60567	C9orf57	24
HAO2_38055	HAO2	38
FBXO31_49951	FBXO31	10
TRIB2_36194	TRIB2	14
PGBD4_63461	PGBD4	26
C2CD5_26171	C2CD5	14
SEC14L5_25718	SEC14L5	51
SYNE1_32519	SYNE1	25
PATE1_63308	PATE1	14
MRPL23_16384	MRPL23	33
IFT172_34698	IFT172	26
PLA2G4C_22417	PLA2G4C	62
GRID2_7726	GRID2	15
CRMP1_3914	CRMP1	42
GLB1L2_55252	GLB1L2	24
MYH8_12046	MYH8	6
TMEM231_49321	TMEM231	33
GFPT2_26521	GFPT2	45
FRMD6_58539	FRMD6	40
SSH3_41146	SSH3	26
PKDCC_55859	PKDCC	33
SPATA2L_58685	SPATA2L	18
DHX57_55687	DHX57	38
PCDHB5_34712	PCDHB5	45
SYCP1_18559	SYCP1	34
DTNBP1_52809	DTNBP1	24
CCL23_17030	CCL23	3
SLC17A4_26836	SLC17A4	11
TAF4_18637	TAF4	55
DDX4_40123	DDX4	35
OR5D18_65255	OR5D18	46
JAK3_9905	JAK3	52
INHBA_9602	INHBA	23
COA4_38369	COA4	11
KIAA1958_63167	KIAA1958	45
BAIAP2L1_43810	BAIAP2L1	29
C9orf9_30090	C9orf9	8
KMO_22333	KMO	31
CIB1_28351	CIB1	30
GALNT2_6852	GALNT2	10
KRTAP25-1_75410	KRTAP25-1	44
RNF135_53338	RNF135	15
NPAS4_67079	NPAS4	3
TYW1B_73083	TYW1B	10
LOC100129216_75188	LOC100129216	7
ZNF627_64556	ZNF627	49
ARAP2_57864	ARAP2	65
WFDC10B_67118	WFDC10B	65
MAVS_45665	MAVS	12
PTPRM_15502	PTPRM	56
HOXC6_8724	HOXC6	42
HMGXB4_26801	HMGXB4	47
GNA15_7301	GNA15	37
CYP4F2_22211	CYP4F2	86
OR6F1_69509	OR6F1	43
ZSCAN20_20537	ZSCAN20	8
HLA-DMA_8391	HLA-DMA	36
IFT57_41508	IFT57	22
GSDMB_43642	GSDMB	54
MPRIP_31926	MPRIP	25
NET1_27600	NET1	29
SAG_16796	SAG	40
AIFM3_62273	AIFM3	19
CSNK2A1_4086	CSNK2A1	79
IRS4_22034	IRS4	26
CSTB_4151	CSTB	10
IFNA4_9211	IFNA4	8
PRF1_14734	PRF1	18
CYBA_4309	CYBA	33
C10orf10_30013	C10orf10	47
AZU1_1547	AZU1	54
CNOT11_42685	CNOT11	32
LRRC26_71500	LRRC26	37
CMTM4_61545	CMTM4	48
SPHK2_44428	SPHK2	33
SPATA25_59561	SPATA25	62
C7_2020	C7	32
RALBP1_29575	RALBP1	16
KBTBD6_55224	KBTBD6	79
CIAPIN1_44858	CIAPIN1	16
ARHGAP4_1130	ARHGAP4	31
NFKB2_12541	NFKB2	48
BPNT1_27890	BPNT1	23
LPAR5_45044	LPAR5	67
CCDC87_42019	CCDC87	8
DDX60L_55803	DDX60L	67
EPHA6_68072	EPHA6	28
APOBEC3F_64700	APOBEC3F	84
ACCS_54015	ACCS	23
IDUA_9168	IDUA	25
ITGA10_22164	ITGA10	37
CHRNE_3263	CHRNE	11
FEZF2_41499	FEZF2	24
TMEM87B_54449	TMEM87B	10
GBGT1_34984	GBGT1	16
FBXL5_34807	FBXL5	19
COLCA1_72154	COLCA1	12
SPG11_50911	SPG11	40
CPA6_44957	CPA6	35
SNRPA_17862	SNRPA	23
UNC5CL_66035	UNC5CL	64
MAP3K13_24093	MAP3K13	12
SORCS3_31381	SORCS3	30
ARL14EPL_73903	ARL14EPL	43
PRSS3_15045	PRSS3	1
SPIN4_60769	SPIN4	39
FGR_6319	FGR	31
FKTN_6175	FKTN	4
TCAF1_25834	TCAF1	26
PC_13371	PC	14
SAV1_46888	SAV1	11
TCEAL6_63256	TCEAL6	57
MROH8_60911	MROH8	10
TTC5_56041	TTC5	9
LCN10_72783	LCN10	7
ABHD3_64313	ABHD3	30
RTL1_70920	RTL1	31
ANKRD55_49745	ANKRD55	8
TPD52L1_19477	TPD52L1	29
C16orf78_58682	C16orf78	85
CBX3_30797	CBX3	17
RBM47_40089	RBM47	30
HBEGF_5125	HBEGF	3
ZSCAN18_48538	ZSCAN18	23
PKIB_14793	PKIB	27
LDHAL6B_56257	LDHAL6B	23
ANKRD18A_66331	ANKRD18A	44
MCEMP1_64552	MCEMP1	14
AFMID_58901	AFMID	16
TTC25_52189	TTC25	38
NEK10_62624	NEK10	27
MED29_42725	MED29	16
P4HTM_40404	P4HTM	64
ZNF488_58070	ZNF488	40
PKP4_22119	PKP4	60
KDM5B_29101	KDM5B	33
GABBR2_25240	GABBR2	38
LCAT_10528	LCAT	16
PKN3_36846	PKN3	87
PEG10_31692	PEG10	49
ZNF518A_26180	ZNF518A	54
ZMYND12_53129	ZMYND12	45
PZP_15623	PZP	23
MEGF10_53678	MEGF10	27
ZBED9_57264	ZBED9	48
AKAP1_21352	AKAP1	22
COMTD1_58091	COMTD1	12
UTF1_21910	UTF1	3
ARL6IP6_62451	ARL6IP6	19
SPTB_18144	SPTB	12
CRB3_56230	CRB3	19
TRAM1L1_60130	TRAM1L1	19
TEAD2_22013	TEAD2	3
KIAA0907_31129	KIAA0907	33
GADL1_69049	GADL1	13
RAB33B_52133	RAB33B	20
PSG3_15112	PSG3	81
BRICD5_67524	BRICD5	36
HK3_8371	HK3	15
CLCA4_30871	CLCA4	23
GUCY1A2_7987	GUCY1A2	20
FSTL4_31745	FSTL4	30
BRD8_29487	BRD8	10
DUSP4_5153	DUSP4	53
MYADML2_66595	MYADML2	7
GBP2_6945	GBP2	9
RBM19_26374	RBM19	11
CYP11A1_4422	CYP11A1	21
PCSK5_13457	PCSK5	34
BCL9_1663	BCL9	64
IDH1_9138	IDH1	22
ETNK1_42542	ETNK1	46
CPNE7_35654	CPNE7	39
NCKAP5_69591	NCKAP5	82
RABGAP1_33382	RABGAP1	41
IQCJ-SCHIP1_75819	IQCJ-SCHIP1	42
SMARCA2_17741	SMARCA2	53
DNAJC16_32511	DNAJC16	16
ANKRD52_67329	ANKRD52	38
TBCD_18746	TBCD	12
PRPH_15006	PRPH	65
C10orf91_64148	C10orf91	55
OR10Q1_65476	OR10Q1	47
TMEM104_40829	TMEM104	7
APOL5_51413	APOL5	16
BTBD18_73786	BTBD18	39
CES4A_67509	CES4A	14
NHP2_42917	NHP2	10
ADRBK2_438	ADRBK2	27
KLRD1_10237	KLRD1	23
DEPTOR_48093	DEPTOR	23
MED14_24391	MED14	16
ENDOU_23379	ENDOU	55
IFT80_45845	IFT80	7
ZNF445_70130	ZNF445	15
EBF1_5231	EBF1	22
TAS1R2_51423	TAS1R2	32
GYPC_8044	GYPC	56
UNC5B_65351	UNC5B	20
OLR1_13027	OLR1	31
APOBEC1_957	APOBEC1	64
CBLN2_61773	CBLN2	23
PPP2R2D_43554	PPP2R2D	59
SH3D19_62672	SH3D19	21
FHDC1_55002	FHDC1	29
COL7A1_3606	COL7A1	13
DOCK4_25778	DOCK4	55
NLRP2_42932	NLRP2	11
C7orf61_72572	C7orf61	17
ZNF174_20752	ZNF174	37
RRM2B_37192	RRM2B	64
RCHY1_34024	RCHY1	32
TM2D3_50930	TM2D3	40
TCTN1_49360	TCTN1	6
KCTD7_62942	KCTD7	39
BLVRB_1758	BLVRB	19
C3orf33_68108	C3orf33	46
ZC3H12D_69102	ZC3H12D	39
BLOC1S2_67174	BLOC1S2	42
ARNT_1176	ARNT	11
FOXM1_6419	FOXM1	7
CLDN22_39673	CLDN22	25
HOXA2_8634	HOXA2	30
PELP1_35472	PELP1	1
MYH2_12025	MYH2	78
PCDHB12_43959	PCDHB12	10
CALHM1_66543	CALHM1	40
YWHAE_20393	YWHAE	32
TMEM174_60246	TMEM174	40
